OCC_MONTH,OCC_DOW,OCC_YEAR,OCC_HOUR,DIVISION,FATALITIES,INJURY_COLLISIONS,FTR_COLLISIONS,PD_COLLISIONS,HOOD_158,NEIGHBOURHOOD_158,LONG_WGS84,LAT_WGS84,AUTOMOBILE,MOTORCYCLE,PASSENGER,BICYCLE,PEDESTRIAN
January,Saturday,2021,18,D23,,NO,NO,YES,002,Mount Olive-Silverstone-Jamestown (2),-79.58210637015169,43.74325917379369,1,0,0,0,0
January,Saturday,2021,17,D22,,NO,NO,YES,159,Etobicoke City Centre (159),-79.55690958640538,43.61015060503421,1,0,0,0,0
January,Saturday,2021,14,D14,,NO,NO,YES,095,Annex (95),-79.41297333554205,43.669609114814136,1,0,0,0,0
January,Saturday,2021,0,D13,,NO,NO,YES,108,Briar Hill-Belgravia (108),-79.45117478443372,43.69549906654451,1,0,0,0,0
January,Saturday,2021,15,D23,,NO,NO,YES,001,West Humber-Clairville (1),-79.55494962433102,43.71359862727907,1,0,0,0,0
January,Saturday,2021,14,D33,,NO,NO,YES,042,Banbury-Don Mills (42),-79.35087174532893,43.754955608493525,1,0,0,0,0
January,Saturday,2021,9,D42,,NO,NO,YES,145,Malvern West (145),-79.2266994744587,43.8051975056655,1,0,0,0,0
January,Saturday,2021,21,D53,,YES,NO,NO,103,Lawrence Park South (103),-79.40108883578348,43.719559479822635,1,0,1,0,0
January,Saturday,2021,19,D22,,NO,YES,NO,160,Mimico-Queensway (160),-79.4954490315333,43.61251840279651,1,0,0,0,0
January,Saturday,2021,14,D12,,NO,NO,YES,112,Beechborough-Greenbrook (112),-79.47036608939655,43.69122388380354,1,0,0,0,0
January,Saturday,2021,13,D31,,YES,NO,NO,025,Glenfield-Jane Heights (25),-79.52430400995499,43.75598418741566,1,0,0,0,0
January,Saturday,2021,13,D33,,YES,NO,NO,047,Don Valley Village (47),-79.34698765381663,43.775179913411826,1,0,0,0,0
January,Saturday,2021,12,D14,,YES,NO,NO,081,Trinity-Bellwoods (81),-79.42639602453336,43.65360919993625,1,0,0,1,0
January,Saturday,2021,10,D51,,NO,NO,YES,167,Church-Wellesley (167),-79.38613904842788,43.66872950806446,1,0,0,0,0
January,Sunday,2021,19,D55,,NO,NO,YES,059,Danforth East York (59),-79.32525143400996,43.68733711378101,1,0,0,0,0
January,Sunday,2021,17,D31,,NO,NO,YES,154,Oakdale-Beverley Heights (154),-79.50860954401533,43.72085664643957,1,0,0,0,0
January,Sunday,2021,18,D33,,NO,NO,YES,048,Hillcrest Village (48),-79.34850642616964,43.81388554677572,1,0,0,0,0
January,Sunday,2021,21,D43,,NO,NO,YES,134,Highland Creek (134),-79.1812315090186,43.782605888709575,1,0,0,0,0
January,Sunday,2021,14,D33,,NO,NO,YES,042,Banbury-Don Mills (42),-79.3409210158811,43.72764602598237,1,0,0,0,0
January,Sunday,2021,23,D33,,NO,NO,YES,119,Wexford/Maryvale (119),-79.31523357097439,43.75786462249319,1,0,0,0,0
January,Sunday,2021,13,D42,,NO,NO,YES,147,L'Amoreaux West (147),-79.31575388981902,43.79676839792209,1,0,0,0,0
January,Sunday,2021,23,D12,,NO,NO,YES,112,Beechborough-Greenbrook (112),-79.47541478729813,43.69086518507382,1,0,0,0,0
January,Sunday,2021,9,D55,,NO,NO,YES,063,The Beaches (63),-79.28704315397023,43.67467224334978,1,0,0,0,0
January,Sunday,2021,18,D53,,NO,NO,YES,095,Annex (95),-79.3954249454667,43.671898413211764,1,0,1,0,0
January,Sunday,2021,21,D43,,NO,YES,YES,138,Eglinton East (138),-79.23611836368313,43.74149697995878,1,0,0,0,0
January,Sunday,2021,19,D43,,YES,NO,NO,141,Golfdale-Cedarbrae-Woburn (141),-79.23174477443533,43.77643120722791,1,0,1,0,0
January,Sunday,2021,19,D43,,NO,NO,YES,142,Woburn North (142),-79.2338520249659,43.78178169646291,1,0,0,0,0
January,Sunday,2021,13,D11,,NO,NO,YES,090,Junction Area (90),-79.46759501770863,43.672467741215,1,0,0,0,0
January,Sunday,2021,15,D32,,NO,YES,YES,038,Lansing-Westgate (38),-79.41536447488234,43.76632928585783,1,0,0,0,0
January,Sunday,2021,8,D53,,NO,NO,YES,173,North Toronto (173),-79.3986040429929,43.70800300109935,1,0,1,0,0
January,Sunday,2021,0,D41,,NO,NO,YES,126,Dorset Park (126),-79.27347741716939,43.76638834973264,1,0,1,0,0
January,Sunday,2021,0,D14,,NO,NO,YES,085,South Parkdale (85),-79.4316969227664,43.633678777907164,1,0,0,0,0
January,Sunday,2021,0,D43,,NO,NO,YES,138,Eglinton East (138),-79.2320117665271,43.74019388219629,1,0,0,0,0
January,Sunday,2021,14,D43,,YES,NO,NO,138,Eglinton East (138),-79.23842145676421,43.73885608095165,1,0,0,0,1
January,Sunday,2021,16,D51,,NO,NO,YES,167,Church-Wellesley (167),-79.3809414494974,43.66571560481933,1,0,0,0,0
January,Sunday,2021,10,D11,,NO,NO,YES,090,Junction Area (90),-79.45781092162233,43.664285637656455,1,0,0,0,0
January,Sunday,2021,18,D14,,NO,NO,YES,085,South Parkdale (85),-79.43601502132704,43.63717448400747,1,0,0,0,0
January,Sunday,2021,17,D22,,NO,NO,YES,013,Etobicoke West Mall (13),-79.57021568424163,43.638456315107476,1,0,0,0,0
January,Sunday,2021,13,D42,,NO,NO,YES,144,Morningside Heights (144),-79.2477411784594,43.82400419858669,1,0,0,0,0
January,Sunday,2021,17,D23,,NO,YES,NO,001,West Humber-Clairville (1),-79.61151278106236,43.732113213511276,1,0,1,0,0
January,Sunday,2021,18,D33,,NO,NO,YES,044,Flemingdon Park (44),-79.33876102126823,43.72044774584431,1,0,1,0,0
January,Sunday,2021,19,D22,,NO,NO,YES,018,New Toronto (18),-79.51801758549793,43.60069459785787,1,0,1,0,0
January,Sunday,2021,19,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.29754597066602,43.72571815727201,1,0,0,0,0
January,Sunday,2021,11,D12,,NO,NO,YES,030,Brookhaven-Amesbury (30),-79.47805104137855,43.708655150871394,1,0,0,0,0
January,Sunday,2021,17,D32,,NO,NO,YES,034,Bathurst Manor (34),-79.45673940782359,43.751658486898634,1,0,0,0,0
January,Sunday,2021,18,D13,,NO,NO,YES,101,Forest Hill South (101),-79.42404361088002,43.697269979393035,1,0,0,0,0
January,Sunday,2021,17,D22,,NO,NO,YES,018,New Toronto (18),-79.50649585599767,43.60677464108313,1,0,1,0,0
January,Sunday,2021,16,D42,,YES,YES,NO,143,West Rouge (143),-79.14628569241182,43.79891615177653,1,0,0,0,1
January,Sunday,2021,16,D41,,NO,NO,YES,126,Dorset Park (126),-79.28594229118167,43.77158723571469,1,0,0,0,0
January,Sunday,2021,19,D23,,NO,NO,YES,004,Rexdale-Kipling (4),-79.57638307463034,43.731669573476346,1,0,0,0,0
January,Sunday,2021,17,D32,,NO,NO,YES,032,Englemount-Lawrence (32),-79.43243958512402,43.7204676607881,1,0,0,0,0
January,Sunday,2021,13,D55,,NO,NO,YES,062,East End-Danforth (62),-79.30732754731228,43.68693352492125,1,0,0,0,0
January,Sunday,2021,11,D41,,NO,NO,YES,126,Dorset Park (126),-79.27877690190728,43.77017884229359,1,0,0,0,0
January,Sunday,2021,17,D55,,NO,NO,YES,057,Broadview North (57),-79.35657220082743,43.68521377598518,1,0,1,0,0
January,Sunday,2021,17,D41,,NO,NO,YES,125,Ionview (125),-79.26796220997538,43.73216947825402,1,0,0,0,0
January,Sunday,2021,14,D42,,NO,NO,YES,144,Morningside Heights (144),-79.19677806981208,43.799765692957294,1,0,0,0,0
January,Sunday,2021,19,D52,,NO,NO,YES,170,Yonge-Bay Corridor (170),-79.38132014339358,43.65116169026529,1,0,0,0,0
January,Sunday,2021,10,D23,,NO,YES,YES,001,West Humber-Clairville (1),-79.60990357785514,43.732900335391555,1,0,0,0,0
January,Sunday,2021,10,D22,,NO,NO,YES,161,Humber Bay Shores (161),-79.4786782155558,43.6248278996967,1,0,0,0,0
January,Sunday,2021,15,D14,,NO,NO,YES,085,South Parkdale (85),-79.43810522063032,43.63409438059739,1,0,0,0,0
January,Sunday,2021,6,D22,,NO,YES,NO,158,Islington (158),-79.52374689742682,43.64552750325314,1,0,0,0,0
January,Monday,2021,13,D55,,NO,NO,YES,058,Old East York (58),-79.34881651519353,43.68941219925192,1,0,0,0,0
January,Monday,2021,14,D55,,NO,NO,YES,062,East End-Danforth (62),-79.29676385514267,43.68929762390215,1,0,1,0,0
January,Monday,2021,11,D53,,NO,NO,YES,095,Annex (95),-79.40708384066487,43.6748576191005,1,0,0,0,0
January,Monday,2021,13,D32,,NO,NO,YES,039,Bedford Park-Nortown (39),-79.41590641801186,43.723002169975636,1,0,0,0,0
January,Monday,2021,13,D31,,NO,NO,YES,154,Oakdale-Beverley Heights (154),-79.50815284351047,43.71907494643953,1,0,0,0,0
January,Monday,2021,14,D13,,NO,NO,YES,094,Wychwood (94),-79.41779973572729,43.68191652118545,1,0,0,0,0
January,Monday,2021,8,D11,,NO,NO,YES,090,Junction Area (90),-79.460291423515,43.664966444994135,1,0,0,0,0
January,Monday,2021,15,D32,,NO,NO,YES,032,Englemount-Lawrence (32),-79.43364598200488,43.72020666017966,1,0,0,0,0
January,Monday,2021,16,D31,,NO,NO,YES,021,Humber Summit (21),-79.55804472309967,43.75999850798964,1,0,0,0,0
January,Monday,2021,14,D23,,NO,NO,YES,004,Rexdale-Kipling (4),-79.5641013680588,43.72083832999196,1,0,0,0,0
January,Monday,2021,11,D31,,NO,NO,YES,021,Humber Summit (21),-79.54269890293543,43.75333148948363,1,0,0,0,0
January,Monday,2021,16,D22,,NO,NO,YES,159,Etobicoke City Centre (159),-79.55690958640538,43.61015060503421,1,0,0,0,0
January,Monday,2021,11,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.29157977815622,43.72704496144745,1,0,0,0,0
January,Monday,2021,21,D41,,NO,NO,YES,125,Ionview (125),-79.27482859623332,43.72556898018826,1,0,0,0,0
January,Monday,2021,18,D42,,NO,NO,YES,146,Malvern East (146),-79.19905466857112,43.8002900921876,1,0,0,0,0
January,Monday,2021,5,D13,,YES,NO,NO,092,Corso Italia-Davenport (92),-79.4430868175514,43.67802091468211,1,0,0,0,1
January,Monday,2021,9,D53,,NO,NO,YES,097,Yonge-St.Clair (97),-79.39802145879555,43.69272473808973,1,0,0,0,0
January,Monday,2021,17,D32,,NO,YES,NO,153,Avondale (153),-79.38804471609475,43.766584388106,1,0,0,0,0
January,Monday,2021,12,D55,,NO,NO,YES,058,Old East York (58),-79.34954071761383,43.69135960505814,1,0,0,0,0
January,Monday,2021,16,D23,,NO,NO,YES,006,Kingsview Village-The Westway (6),-79.5586388586282,43.6942459837147,1,0,0,0,0
January,Monday,2021,15,D42,,NO,NO,YES,118,Tam O'Shanter-Sullivan (118),-79.28826359326524,43.783289338571876,1,0,0,0,0
January,Monday,2021,20,D14,,NO,NO,YES,172,Dovercourt Village (172),-79.43110442378013,43.66078451025645,1,0,0,0,0
January,Monday,2021,9,D14,,NO,NO,YES,172,Dovercourt Village (172),-79.43050922619793,43.667442516716044,1,0,0,0,0
January,Monday,2021,12,D42,,NO,NO,YES,148,East L'Amoreaux (148),-79.30596910122911,43.79899361329984,1,0,0,0,0
January,Monday,2021,14,D33,,NO,NO,YES,053,Henry Farm (53),-79.36161033690992,43.77201900319675,1,0,0,0,0
January,Monday,2021,23,D42,,NO,NO,YES,128,Agincourt South-Malvern West (128),-79.25980334085709,43.79205857251085,1,0,0,0,0
January,Monday,2021,19,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.30978147425118,43.74213963181549,1,0,0,0,0
January,Monday,2021,10,D11,,NO,NO,YES,087,High Park-Swansea (87),-79.46983691358491,43.6371382051061,1,0,0,0,0
January,Monday,2021,19,D43,,YES,NO,NO,140,Guildwood (140),-79.20931339145011,43.74593588997494,1,0,1,0,0
January,Monday,2021,16,D51,,NO,NO,YES,167,Church-Wellesley (167),-79.37943925229703,43.66888960799329,1,0,0,0,0
January,Monday,2021,15,D32,,NO,NO,YES,105,Lawrence Park North (105),-79.39836314619272,43.73044527795539,1,0,0,0,0
January,Monday,2021,15,D32,,NO,NO,YES,032,Englemount-Lawrence (32),-79.44561933584306,43.723928555130676,1,0,1,0,0
January,Monday,2021,15,D12,,YES,NO,NO,113,Weston (113),-79.50378934712265,43.702878854542554,1,0,0,0,1
January,Monday,2021,14,D14,,NO,NO,YES,165,Harbourfront-CityPlace (165),-79.39797403400722,43.6393525784563,1,0,1,0,0
January,Monday,2021,8,D31,,NO,NO,YES,021,Humber Summit (21),-79.54374571331418,43.75745809870219,1,0,0,0,0
January,Monday,2021,9,D23,,YES,NO,NO,006,Kingsview Village-The Westway (6),-79.54734596452008,43.69462078154355,1,0,0,0,0
January,Monday,2021,17,D55,,NO,NO,YES,062,East End-Danforth (62),-79.29800824937016,43.67890233101804,1,0,1,0,0
January,Monday,2021,14,D22,,NO,NO,YES,159,Etobicoke City Centre (159),-79.53446529342831,43.619252808268676,1,0,0,0,0
January,Monday,2021,20,D51,,NO,NO,YES,167,Church-Wellesley (167),-79.37935794927299,43.661875500979264,1,0,0,0,0
January,Monday,2021,19,D43,,NO,NO,YES,123,Cliffcrest (123),-79.23248674377928,43.725203792031465,1,0,0,0,0
January,Monday,2021,18,D53,,NO,YES,NO,103,Lawrence Park South (103),-79.41189852203384,43.71430137565929,1,0,0,0,0
January,Monday,2021,6,D52,,NO,NO,YES,166,St Lawrence-East Bayfront-The Islands (166),-79.37791754527557,43.64317288227655,1,0,0,0,0
January,Monday,2021,11,D52,,NO,NO,YES,166,St Lawrence-East Bayfront-The Islands (166),-79.37744794558861,43.64207578117943,1,0,0,0,0
January,Monday,2021,11,D31,,NO,NO,YES,154,Oakdale-Beverley Heights (154),-79.50860954401533,43.72085664643957,1,0,0,0,0
January,Monday,2021,10,D55,,NO,NO,YES,058,Old East York (58),-79.33636392953336,43.69760630194127,1,0,0,0,0
January,Monday,2021,11,D52,,NO,NO,YES,166,St Lawrence-East Bayfront-The Islands (166),-79.37791754527557,43.64317288227655,1,0,0,0,0
January,Monday,2021,11,D31,,NO,NO,YES,021,Humber Summit (21),-79.54595812388543,43.767673198037194,1,0,0,0,0
January,Monday,2021,12,D23,,NO,NO,YES,002,Mount Olive-Silverstone-Jamestown (2),-79.58577617904946,43.75094238030404,1,0,0,0,0
January,Monday,2021,9,D14,,NO,NO,YES,164,Wellington Place (164),-79.40216373261069,43.64264948247454,1,0,0,0,0
January,Monday,2021,4,D51,,NO,NO,YES,071,Cabbagetown-South St.James Town (71),-79.3695508587399,43.66817370793327,1,0,0,0,0
January,Monday,2021,15,D32,,NO,NO,YES,027,York University Heights (27),-79.47815743401347,43.75962366338877,1,0,0,0,0
January,Tuesday,2021,23,D41,,NO,YES,YES,157,Bendale South (157),-79.2650480375227,43.75147976975537,1,0,1,0,0
January,Tuesday,2021,19,D53,,NO,NO,YES,039,Bedford Park-Nortown (39),-79.4243564025939,43.71509956721938,1,0,1,0,0
January,Tuesday,2021,20,D14,,NO,NO,YES,078,Kensington-Chinatown (78),-79.39739873491318,43.64853398763761,1,0,0,0,0
January,Tuesday,2021,18,D51,,NO,NO,YES,167,Church-Wellesley (167),-79.3809414494974,43.66571560481933,1,0,1,0,0
January,Tuesday,2021,14,D41,,NO,NO,YES,122,Birchcliffe-Cliffside (122),-79.25183030088222,43.70528791918563,1,0,0,0,0
January,Tuesday,2021,13,D32,,NO,NO,YES,036,Newtonbrook West (36),-79.44107227360597,43.79231745181091,1,0,0,0,0
January,Tuesday,2021,10,D14,,NO,NO,YES,164,Wellington Place (164),-79.4014119328613,43.6407477802702,1,0,0,0,0
January,Tuesday,2021,9,D53,,NO,NO,YES,041,Bridle Path-Sunnybrook-York Mills (41),-79.37792337253975,43.721735013315154,1,0,0,0,0
January,Tuesday,2021,18,D51,,NO,NO,YES,071,Cabbagetown-South St.James Town (71),-79.36816906501721,43.67378391677541,1,0,0,0,0
January,Tuesday,2021,10,D33,,NO,NO,YES,052,Bayview Village (52),-79.36584032560651,43.77923180358744,1,0,0,0,0
January,Tuesday,2021,10,D32,,NO,YES,YES,155,Downsview (155),-79.46358115004644,43.73326214925077,1,0,0,0,0
January,Tuesday,2021,21,D55,,YES,NO,NO,120,Clairlea-Birchmount (120),-79.29618436363532,43.709340889639265,1,0,1,0,0
January,Tuesday,2021,7,D31,,NO,NO,YES,027,York University Heights (27),-79.48919512560569,43.75634466728438,1,0,0,0,0
January,Tuesday,2021,22,D14,,NO,NO,YES,163,Fort York-Liberty Village (163),-79.41396162867811,43.638670780227855,1,0,0,0,0
January,Tuesday,2021,8,D43,,NO,NO,YES,142,Woburn North (142),-79.23914286187413,43.76747470054336,1,0,0,0,0
January,Tuesday,2021,19,D32,,NO,YES,NO,050,Newtonbrook East (50),-79.4155662486542,43.779764396334784,1,0,0,0,0
January,Tuesday,2021,22,D43,,NO,NO,YES,141,Golfdale-Cedarbrae-Woburn (141),-79.2306685014517,43.7735145128066,1,0,1,0,0
January,Tuesday,2021,6,D31,,NO,NO,YES,027,York University Heights (27),-79.49220700048123,43.74459743502709,1,0,0,0,0
January,Tuesday,2021,21,D23,,NO,NO,YES,006,Kingsview Village-The Westway (6),-79.54672195820916,43.697046477608836,1,0,0,0,0
January,Tuesday,2021,14,D33,,NO,NO,YES,052,Bayview Village (52),-79.36417813169977,43.76940940056831,1,0,0,0,0
January,Tuesday,2021,14,D42,,NO,NO,YES,118,Tam O'Shanter-Sullivan (118),-79.29879238789819,43.78370434293935,1,0,0,0,0
January,Tuesday,2021,23,D14,,NO,NO,YES,078,Kensington-Chinatown (78),-79.39840873428575,43.64832308742677,1,0,0,0,0
January,Tuesday,2021,21,D55,,NO,NO,YES,062,East End-Danforth (62),-79.28698796050745,43.68793603053567,1,0,0,0,0
January,Tuesday,2021,17,D43,,NO,NO,YES,157,Bendale South (157),-79.25535525232044,43.75352197370893,1,0,0,0,0
January,Tuesday,2021,12,D11,,NO,YES,NO,090,Junction Area (90),-79.47453202319056,43.665521761261154,1,0,0,0,0
January,Tuesday,2021,7,D52,,NO,NO,YES,170,Yonge-Bay Corridor (170),-79.38740534135324,43.653138492242185,1,0,0,0,0
January,Tuesday,2021,18,D52,,NO,NO,YES,078,Kensington-Chinatown (78),-79.39626253563942,43.6487715878752,1,0,0,0,0
January,Tuesday,2021,21,D42,,NO,NO,YES,144,Morningside Heights (144),-79.24847747822174,43.8372369342981,1,0,0,0,0
January,Tuesday,2021,19,D42,,NO,NO,YES,118,Tam O'Shanter-Sullivan (118),-79.29716278892326,43.784115543979595,1,0,0,0,0
January,Tuesday,2021,17,D32,,NO,NO,YES,033,Clanton Park (33),-79.45429650535273,43.75101737885861,1,0,0,0,0
January,Tuesday,2021,11,D55,,NO,NO,YES,066,Danforth (66),-79.34486880328082,43.67893386959899,1,0,0,0,0
January,Tuesday,2021,12,D53,,NO,NO,YES,041,Bridle Path-Sunnybrook-York Mills (41),-79.3839314660795,43.71170182172163,1,0,1,0,0
January,Tuesday,2021,1,D12,,NO,NO,YES,111,Rockcliffe-Smythe (111),-79.50639299242876,43.67747221533809,1,0,0,0,0
January,Tuesday,2021,13,D42,,YES,NO,NO,130,Milliken (130),-79.29658580816124,43.80126362740219,1,0,1,0,0
January,Tuesday,2021,14,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.3021538713469,43.76557662056564,1,0,0,0,0
January,Tuesday,2021,9,D51,,NO,NO,YES,073,Moss Park (73),-79.37453055088848,43.65706729617105,1,0,0,0,0
January,Tuesday,2021,14,D42,,NO,NO,YES,147,L'Amoreaux West (147),-79.32290286838588,43.77526402073118,1,0,0,0,0
January,Tuesday,2021,10,D33,,NO,NO,YES,052,Bayview Village (52),-79.36584032560651,43.77923180358744,1,0,0,0,0
January,Tuesday,2021,15,D55,,NO,NO,YES,070,South Riverdale (70),-79.34888197090343,43.65659729666319,1,0,0,0,0
January,Tuesday,2021,16,D42,,NO,NO,YES,129,Agincourt North (129),-79.26255134057065,43.7987007144431,1,0,1,0,0
January,Tuesday,2021,17,D42,,NO,NO,YES,147,L'Amoreaux West (147),-79.33141226562172,43.79310896719046,1,0,0,0,0
January,Tuesday,2021,15,D31,,NO,NO,YES,025,Glenfield-Jane Heights (25),-79.51339861541328,43.75806508518335,1,0,0,0,0
January,Tuesday,2021,17,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.30002947862602,43.75846622784473,1,0,0,0,0
January,Tuesday,2021,14,D43,,NO,NO,YES,139,Scarborough Village (139),-79.2189016837165,43.74317708571763,1,0,0,0,0
January,Tuesday,2021,18,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.30002947862602,43.75846622784473,1,0,0,0,0
January,Tuesday,2021,17,D33,,NO,NO,YES,116,Steeles (116),-79.33630750154988,43.80408361879559,1,0,1,0,0
January,Tuesday,2021,13,D11,,NO,NO,YES,111,Rockcliffe-Smythe (111),-79.49922870571052,43.6660773480421,1,0,0,0,0
January,Tuesday,2021,0,D55,,NO,NO,YES,058,Old East York (58),-79.34496411750628,43.68812409874097,1,0,0,0,0
January,Tuesday,2021,6,D23,,NO,NO,YES,004,Rexdale-Kipling (4),-79.56667255625318,43.71171531007552,1,0,0,0,0
January,Tuesday,2021,6,D31,,YES,NO,NO,155,Downsview (155),-79.48386925173135,43.7343687543943,1,0,0,0,0
January,Tuesday,2021,7,D12,,YES,NO,NO,029,Maple Leaf (29),-79.48950564194556,43.70990364869456,1,0,1,0,0
January,Tuesday,2021,7,D53,,NO,NO,YES,055,Thorncliffe Park (55),-79.34976931894406,43.70495988587213,1,0,1,0,0
January,Tuesday,2021,10,D41,,YES,NO,NO,126,Dorset Park (126),-79.28382539556645,43.765163737475525,1,0,0,0,1
January,Tuesday,2021,12,D42,,NO,NO,YES,129,Agincourt North (129),-79.26071664374575,43.80085112533159,1,0,1,0,0
January,Tuesday,2021,17,D55,,NO,NO,YES,067,Playter Estates-Danforth (67),-79.34732659920077,43.6784520641741,1,0,0,0,0
January,Tuesday,2021,14,D42,,YES,NO,NO,147,L'Amoreaux West (147),-79.32290286838588,43.77526402073118,1,0,0,0,1
January,Tuesday,2021,15,D43,,YES,NO,NO,141,Golfdale-Cedarbrae-Woburn (141),-79.23174477443533,43.77643120722791,1,0,0,0,1
January,Tuesday,2021,14,D14,,NO,NO,YES,095,Annex (95),-79.40998283558373,43.665390409707875,1,0,0,0,0
January,Tuesday,2021,16,D23,,YES,NO,NO,006,Kingsview Village-The Westway (6),-79.55760107016388,43.692067993794986,1,0,0,0,0
January,Tuesday,2021,18,D11,,NO,NO,YES,086,Roncesvalles (86),-79.44421531859366,43.64822649929109,1,0,0,0,0
January,Tuesday,2021,18,D32,,YES,NO,NO,038,Lansing-Westgate (38),-79.42541197218237,43.75746447975951,1,0,0,0,1
January,Tuesday,2021,19,D23,1.0,NO,NO,NO,003,Thistletown-Beaumond Heights (3),-79.58210637015169,43.74325917379369,1,0,1,0,1
January,Tuesday,2021,20,D41,,YES,NO,NO,122,Birchcliffe-Cliffside (122),-79.27476866333585,43.67835844701513,1,0,0,0,0
January,Tuesday,2021,21,D12,,NO,YES,YES,112,Beechborough-Greenbrook (112),-79.47541478729813,43.69086518507382,1,0,1,0,0
January,Tuesday,2021,8,D52,,NO,NO,YES,078,Kensington-Chinatown (78),-79.38873874167415,43.65543469453843,1,0,0,0,0
January,Tuesday,2021,18,D12,,NO,NO,YES,113,Weston (113),-79.52542524844134,43.7030288603297,1,0,0,0,0
January,Tuesday,2021,12,D42,,NO,NO,YES,146,Malvern East (146),-79.2322278026174,43.78619939336248,1,0,0,0,0
January,Wednesday,2021,12,D13,,NO,NO,YES,102,Forest Hill North (102),-79.43501479464369,43.69897216720558,1,0,0,0,0
January,Wednesday,2021,16,D11,,NO,NO,YES,171,Junction-Wallace Emerson (171),-79.44645392062525,43.66672392285862,1,0,1,0,0
January,Wednesday,2021,13,D55,,YES,NO,NO,058,Old East York (58),-79.3302927335808,43.696815404826985,1,0,1,0,0
January,Wednesday,2021,12,D32,,NO,NO,YES,034,Bathurst Manor (34),-79.46691645682778,43.76884737138945,1,0,0,0,0
January,Wednesday,2021,6,D13,,NO,NO,YES,171,Junction-Wallace Emerson (171),-79.43943012321294,43.66942492100008,1,0,0,0,0
January,Wednesday,2021,9,D55,,NO,NO,YES,062,East End-Danforth (62),-79.3021401482689,43.68138232945241,1,0,0,0,0
January,Wednesday,2021,7,D43,,NO,NO,YES,141,Golfdale-Cedarbrae-Woburn (141),-79.23145109142666,43.749874182017415,1,0,0,0,0
January,Wednesday,2021,12,D53,,NO,YES,NO,097,Yonge-St.Clair (97),-79.40069495557962,43.68668323719983,1,0,0,0,0
January,Wednesday,2021,15,D14,,NO,NO,YES,095,Annex (95),-79.40451823833602,43.66653280989593,1,0,0,0,0
January,Wednesday,2021,8,D55,,NO,NO,YES,066,Danforth (66),-79.33340472373715,43.68392240110412,1,0,0,0,0
January,Wednesday,2021,8,D43,,NO,YES,YES,136,West Hill (136),-79.18635831016202,43.77359509324898,1,0,0,0,0
January,Wednesday,2021,19,D53,,NO,NO,YES,102,Forest Hill North (102),-79.4255351054643,43.70100187141614,1,0,0,0,0
January,Wednesday,2021,7,D53,,NO,NO,YES,096,Casa Loma (96),-79.40289115350383,43.683793837671644,1,0,0,0,0
January,Wednesday,2021,18,D51,,NO,NO,YES,168,Downtown Yonge East (168),-79.3765502512035,43.66205170115546,1,0,0,0,0
January,Wednesday,2021,8,D43,,YES,NO,NO,141,Golfdale-Cedarbrae-Woburn (141),-79.23145109142666,43.749874182017415,1,0,1,0,0
January,Wednesday,2021,19,D32,,YES,NO,NO,035,Westminster-Branson (35),-79.45041523492317,43.78193892150743,1,0,0,0,1
January,Wednesday,2021,20,D43,,NO,NO,YES,142,Woburn North (142),-79.24894908512536,43.76542757922771,1,0,0,0,0
January,Wednesday,2021,7,D55,,NO,YES,YES,068,North Riverdale (68),-79.35342058646128,43.67563184413171,1,0,0,0,0
January,Wednesday,2021,12,D11,,YES,NO,NO,089,Runnymede-Bloor West Village (89),-79.48596651580716,43.65296775163804,1,0,0,0,0
January,Wednesday,2021,21,D42,,YES,NO,NO,130,Milliken (130),-79.26790073567186,43.83272696567633,1,0,1,0,0
January,Wednesday,2021,9,D52,,NO,NO,YES,168,Downtown Yonge East (168),-79.3773479456553,43.64785418695778,1,0,0,0,0
January,Wednesday,2021,23,D32,,NO,NO,YES,034,Bathurst Manor (34),-79.46691645682778,43.76884737138945,1,0,0,1,0
January,Wednesday,2021,23,D12,,NO,NO,YES,113,Weston (113),-79.5094489583078,43.69731686644351,1,0,0,0,0
January,Wednesday,2021,23,D13,,NO,YES,YES,109,Caledonia-Fairbank (109),-79.46054539434945,43.68899208356838,1,0,0,0,0
January,Wednesday,2021,12,D42,,YES,NO,NO,145,Malvern West (145),-79.24096626836477,43.79858359707118,1,0,0,0,0
January,Wednesday,2021,8,D41,,NO,NO,YES,122,Birchcliffe-Cliffside (122),-79.27701696370096,43.68357404089359,1,0,0,0,0
January,Wednesday,2021,5,D33,,NO,NO,YES,043,Victoria Village (43),-79.318256344036,43.72607224228047,1,0,0,0,0
January,Wednesday,2021,16,D51,,NO,NO,YES,070,South Riverdale (70),-79.34697697013733,43.65100869136317,1,0,0,0,0
January,Wednesday,2021,18,D55,,NO,NO,YES,070,South Riverdale (70),-79.31483861853935,43.66232877988148,1,0,0,0,0
January,Wednesday,2021,9,D42,,NO,NO,YES,144,Morningside Heights (144),-79.23739078461665,43.818993483220865,1,0,0,0,0
January,Wednesday,2021,10,D31,,NO,NO,YES,021,Humber Summit (21),-79.54236519998109,43.75207238680615,1,0,0,0,0
