OCC_MONTH,OCC_DOW,OCC_YEAR,OCC_HOUR,DIVISION,FATALITIES,INJURY_COLLISIONS,FTR_COLLISIONS,PD_COLLISIONS,HOOD_158,NEIGHBOURHOOD_158,LONG_WGS84,LAT_WGS84,AUTOMOBILE,MOTORCYCLE,PASSENGER,BICYCLE,PEDESTRIAN
July,Friday,2021,13,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.29231530006662,43.74590094548617,1,0,0,0,0
July,Friday,2021,18,D14,,NO,YES,NO,164,Wellington Place (164),-79.40306583230996,43.644868584994335,1,0,0,0,0
July,Friday,2021,11,D53,,NO,NO,YES,055,Thorncliffe Park (55),-79.34661502162206,43.703234389898334,1,0,0,0,0
July,Friday,2021,10,D41,,NO,NO,YES,125,Ionview (125),-79.26796220997538,43.73216947825402,1,0,0,0,0
July,Friday,2021,12,D42,,NO,NO,YES,128,Agincourt South-Malvern West (128),-79.26835251822989,43.78761246300329,1,0,1,0,0
July,Friday,2021,11,D11,,NO,NO,YES,089,Runnymede-Bloor West Village (89),-79.49262320993371,43.65963494952203,1,0,0,0,0
July,Friday,2021,12,D33,,NO,NO,YES,042,Banbury-Don Mills (42),-79.3277810325898,43.72734273534887,1,0,0,0,0
July,Friday,2021,11,D23,,NO,YES,YES,002,Mount Olive-Silverstone-Jamestown (2),-79.58922306495246,43.741089572019206,1,0,0,0,0
July,Friday,2021,4,D55,,NO,NO,YES,068,North Riverdale (68),-79.34276128726003,43.66763533430086,1,0,0,0,0
July,Friday,2021,11,D43,,NO,NO,YES,143,West Rouge (143),-79.1435534893269,43.79592185284976,1,0,1,0,0
July,Friday,2021,12,D55,,NO,YES,NO,063,The Beaches (63),-79.2875857529313,43.67264074042294,1,0,0,0,0
July,Friday,2021,11,D43,,NO,YES,NO,135,Morningside (135),-79.19542069786661,43.784825293183914,1,0,0,0,0
July,Friday,2021,7,D31,,NO,NO,YES,021,Humber Summit (21),-79.54236519998109,43.75207238680615,1,0,0,0,0
July,Friday,2021,7,D22,,NO,NO,YES,018,New Toronto (18),-79.50518915982137,43.60349804499664,1,0,0,0,0
July,Friday,2021,9,D33,,NO,YES,NO,149,Parkwoods-O'Connor Hills (149),-79.33795325846107,43.75776741515415,1,0,0,0,0
July,Friday,2021,14,D41,,YES,NO,NO,120,Clairlea-Birchmount (120),-79.29092346942201,43.70985719211395,1,0,1,0,0
July,Friday,2021,11,D33,,NO,NO,YES,042,Banbury-Don Mills (42),-79.32964024221637,43.73996091770656,1,0,0,0,0
July,Friday,2021,9,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.30281137056026,43.767201419779006,1,0,1,0,0
July,Friday,2021,7,D22,,NO,NO,YES,159,Etobicoke City Centre (159),-79.52097361970466,43.6222425262204,1,0,0,0,0
July,Friday,2021,9,D32,,NO,NO,YES,027,York University Heights (27),-79.47815719794724,43.78193095640468,1,0,0,0,0
July,Friday,2021,0,D31,,NO,NO,YES,024,Black Creek (24),-79.51473051613645,43.76721268870932,1,0,0,0,0
July,Friday,2021,8,D14,,NO,NO,YES,164,Wellington Place (164),-79.40268203243795,43.643918783916604,1,0,0,0,0
July,Friday,2021,7,D13,,NO,NO,YES,031,Yorkdale-Glen Park (31),-79.46558635496724,43.70742005564885,1,0,0,0,0
July,Friday,2021,4,D23,,YES,NO,NO,021,Humber Summit (21),-79.56861058007279,43.74624328073534,1,0,0,0,0
July,Friday,2021,5,D31,,NO,NO,YES,154,Oakdale-Beverley Heights (154),-79.52302684239834,43.71772044775717,1,0,0,0,0
July,Friday,2021,11,D13,,NO,YES,YES,101,Forest Hill South (101),-79.41603342471343,43.6967033930923,1,0,0,0,0
July,Friday,2021,0,D13,,NO,NO,YES,107,Oakwood Village (107),-79.43690921616778,43.68267090111481,1,0,0,0,0
July,Friday,2021,7,D14,,YES,NO,NO,164,Wellington Place (164),-79.4014119328613,43.6407477802702,1,0,1,0,0
July,Friday,2021,10,D23,,YES,NO,NO,001,West Humber-Clairville (1),-79.56227543560395,43.70260736544075,1,0,0,0,0
July,Friday,2021,10,D42,,YES,NO,NO,130,Milliken (130),-79.27196692903094,43.81793620816464,1,0,0,1,0
July,Friday,2021,12,D43,,NO,NO,YES,123,Cliffcrest (123),-79.2391750323229,43.72135509479937,1,0,0,0,0
July,Friday,2021,12,D14,,YES,NO,NO,163,Fort York-Liberty Village (163),-79.4052903315685,43.63621177592419,1,0,0,0,0
July,Friday,2021,12,D31,,NO,NO,YES,025,Glenfield-Jane Heights (25),-79.50965398992491,43.73968184072089,1,0,0,0,0
July,Friday,2021,11,D31,,NO,YES,NO,021,Humber Summit (21),-79.53893841402596,43.758477198135886,1,0,0,0,0
July,Friday,2021,12,D14,,NO,NO,YES,172,Dovercourt Village (172),-79.42659422855341,43.67059401856256,1,0,0,0,0
July,Friday,2021,12,D55,,NO,NO,YES,070,South Riverdale (70),-79.33743028163565,43.65500050981459,1,0,0,1,0
July,Friday,2021,13,D55,,NO,YES,NO,054,O'Connor-Parkview (54),-79.29902156100056,43.71019068604816,1,0,0,0,0
July,Friday,2021,13,D31,,NO,YES,NO,154,Oakdale-Beverley Heights (154),-79.51346604340414,43.72243694643958,1,0,0,0,1
July,Friday,2021,13,D31,,YES,NO,NO,154,Oakdale-Beverley Heights (154),-79.50860954401533,43.72085664643957,1,0,1,0,0
July,Friday,2021,15,D51,,YES,NO,NO,073,Moss Park (73),-79.37237645269067,43.658165697269446,1,0,0,0,1
July,Friday,2021,17,D32,,YES,NO,NO,033,Clanton Park (33),-79.44409109205192,43.739566656716924,1,0,0,0,1
July,Friday,2021,20,D53,,NO,NO,YES,102,Forest Hill North (102),-79.4255351054643,43.70100187141614,1,0,1,0,0
July,Friday,2021,20,D13,,NO,YES,NO,092,Corso Italia-Davenport (92),-79.45058401699507,43.676354518290445,1,0,1,0,0
July,Friday,2021,20,D22,,NO,NO,YES,159,Etobicoke City Centre (159),-79.52681031177306,43.62089701230159,1,0,0,0,0
July,Friday,2021,21,D23,,YES,NO,NO,001,West Humber-Clairville (1),-79.55494962433102,43.71359862727907,1,0,1,0,0
July,Friday,2021,21,D55,,NO,YES,NO,121,Oakridge (121),-79.28834606133788,43.69122472524528,1,0,0,0,0
July,Friday,2021,21,D22,,NO,NO,YES,015,Kingsway South (15),-79.52491619245728,43.65299682989169,1,0,1,0,0
July,Friday,2021,9,D51,,YES,YES,NO,073,Moss Park (73),-79.36787435310161,43.650394189497774,1,0,0,0,1
July,Friday,2021,22,D52,,NO,NO,YES,166,St Lawrence-East Bayfront-The Islands (166),-79.3764926462255,43.645780884884495,1,0,0,0,0
July,Friday,2021,22,D53,,NO,NO,YES,100,Yonge-Eglinton (100),-79.4037767347657,43.7085929920134,1,0,0,0,0
July,Friday,2021,22,D51,,YES,NO,NO,074,North St.James Town (74),-79.37372025796904,43.671321510901315,1,0,0,0,0
July,Friday,2021,22,D42,,NO,NO,YES,130,Milliken (130),-79.30193250132601,43.812132373386106,1,0,0,0,0
July,Friday,2021,23,D14,,YES,NO,NO,164,Wellington Place (164),-79.40111063296169,43.64696528643929,1,0,0,0,0
July,Friday,2021,22,D32,,NO,YES,NO,035,Westminster-Branson (35),-79.44872393536575,43.785500414844925,1,0,0,0,0
July,Saturday,2021,14,D32,,NO,YES,YES,031,Yorkdale-Glen Park (31),-79.45130621630454,43.723657055150866,1,0,0,0,0
July,Saturday,2021,17,D31,,NO,NO,YES,025,Glenfield-Jane Heights (25),-79.51510920858935,43.7470809737211,1,0,0,0,0
July,Saturday,2021,15,D53,,NO,NO,YES,055,Thorncliffe Park (55),-79.35063901422977,43.712849566171286,1,0,1,0,0
July,Saturday,2021,14,D33,,NO,NO,YES,053,Henry Farm (53),-79.34440645842577,43.769424516891036,1,0,1,0,0
July,Saturday,2021,12,D23,,YES,NO,NO,008,Humber Heights-Westmount (8),-79.52814488111696,43.68587018888646,1,0,0,0,0
July,Saturday,2021,14,D55,,NO,NO,YES,043,Victoria Village (43),-79.30497175704816,43.71600617058235,1,0,0,0,0
July,Saturday,2021,14,D12,,NO,NO,YES,111,Rockcliffe-Smythe (111),-79.48701921216269,43.66820324820405,1,0,0,0,0
July,Saturday,2021,11,D42,,NO,NO,YES,128,Agincourt South-Malvern West (128),-79.25881393594842,43.789644067640666,1,0,1,0,0
July,Saturday,2021,12,D22,,NO,YES,NO,160,Mimico-Queensway (160),-79.5098193283004,43.620573859065914,1,0,0,0,0
July,Saturday,2021,2,D53,,NO,YES,YES,095,Annex (95),-79.39413274468478,43.668719909127,1,0,0,0,0
July,Saturday,2021,13,D43,,NO,YES,NO,156,Bendale-Glen Andrew (156),-79.25424114074588,43.77663626761306,1,0,0,0,0
July,Saturday,2021,13,D42,,NO,NO,YES,145,Malvern West (145),-79.22674887751587,43.811979638988625,1,0,0,0,0
July,Saturday,2021,11,D51,,NO,NO,YES,168,Downtown Yonge East (168),-79.37586124929459,43.65494689405061,1,0,0,0,0
July,Saturday,2021,10,D11,,NO,YES,YES,090,Junction Area (90),-79.4692481242266,43.66288735640988,1,0,0,0,0
July,Saturday,2021,0,D51,,NO,NO,YES,072,Regent Park (72),-79.36499345720536,43.65694379604755,1,0,1,0,0
July,Saturday,2021,10,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.29125420165427,43.74609214637711,1,0,0,0,0
July,Saturday,2021,11,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.29471819616803,43.745372143718285,1,0,1,0,0
July,Saturday,2021,13,D42,,NO,NO,YES,130,Milliken (130),-79.2611420454335,43.83429806069587,1,0,0,0,0
July,Saturday,2021,11,D43,,NO,NO,YES,156,Bendale-Glen Andrew (156),-79.25424114074588,43.77663626761306,1,0,0,0,0
July,Saturday,2021,11,D42,,NO,NO,YES,147,L'Amoreaux West (147),-79.3253951673639,43.78035442654362,1,0,0,0,0
July,Saturday,2021,9,D33,,NO,YES,NO,042,Banbury-Don Mills (42),-79.34333601907372,43.7371833104278,1,0,1,0,0
July,Saturday,2021,10,D43,,NO,NO,YES,141,Golfdale-Cedarbrae-Woburn (141),-79.23307183411258,43.75818169457859,1,0,0,0,0
July,Saturday,2021,7,D22,,NO,NO,YES,160,Mimico-Queensway (160),-79.51200263297962,43.61823424253411,1,0,0,0,0
July,Saturday,2021,16,D53,,NO,NO,YES,099,Mount Pleasant East (99),-79.39118845455327,43.711133108534476,1,0,0,0,0
July,Saturday,2021,22,D33,,NO,NO,YES,048,Hillcrest Village (48),-79.35042935153461,43.793625756935384,1,0,0,0,0
July,Saturday,2021,21,D13,,NO,YES,NO,092,Corso Italia-Davenport (92),-79.45349511710788,43.67570462233096,1,0,0,0,0
July,Saturday,2021,20,D52,,NO,NO,YES,078,Kensington-Chinatown (78),-79.3896147430766,43.65751789662169,1,0,0,0,0
July,Saturday,2021,15,D32,,NO,NO,YES,031,Yorkdale-Glen Park (31),-79.45130621630454,43.723657055150866,1,0,0,0,0
July,Saturday,2021,11,D13,,NO,NO,YES,107,Oakwood Village (107),-79.43921249490496,43.695347570265284,1,0,0,0,0
July,Saturday,2021,16,D41,,NO,NO,YES,126,Dorset Park (126),-79.28482491055821,43.747514252332344,1,0,1,0,0
July,Saturday,2021,5,D13,,NO,NO,YES,102,Forest Hill North (102),-79.43501479464369,43.69897216720558,1,0,0,0,0
July,Saturday,2021,20,D23,,NO,NO,YES,001,West Humber-Clairville (1),-79.6075732674272,43.73861635933112,1,0,0,0,0
July,Saturday,2021,20,D52,,NO,NO,YES,165,Harbourfront-CityPlace (165),-79.3827790420346,43.642634281737934,1,0,0,0,0
July,Saturday,2021,19,D41,,NO,NO,YES,156,Bendale-Glen Andrew (156),-79.26129213872775,43.77003316235188,1,0,0,0,0
July,Saturday,2021,17,D32,,NO,NO,YES,034,Bathurst Manor (34),-79.44139032105326,43.75493737517019,1,0,0,0,0
July,Saturday,2021,17,D32,,NO,NO,YES,033,Clanton Park (33),-79.43474321097625,43.738258362285116,1,0,0,0,0
July,Saturday,2021,11,D32,,NO,YES,YES,037,Willowdale West (37),-79.43453423643768,43.76444159133754,1,0,0,0,0
July,Saturday,2021,15,D13,,NO,NO,YES,102,Forest Hill North (102),-79.43501479464369,43.69897216720558,1,0,0,0,0
July,Saturday,2021,10,D31,,NO,NO,YES,154,Oakdale-Beverley Heights (154),-79.48367774362113,43.72628964688637,1,0,0,0,0
July,Saturday,2021,15,D22,,NO,NO,YES,160,Mimico-Queensway (160),-79.52467432505597,43.61590470427628,1,0,0,0,0
July,Saturday,2021,18,D22,,NO,YES,NO,158,Islington (158),-79.5631693759157,43.64620931085912,1,0,0,0,0
July,Saturday,2021,16,D43,,NO,YES,NO,156,Bendale-Glen Andrew (156),-79.25548783138898,43.77844966528539,1,0,0,0,0
July,Saturday,2021,16,D42,,NO,NO,YES,128,Agincourt South-Malvern West (128),-79.26835251822989,43.78761246300329,1,0,1,0,0
July,Saturday,2021,8,D32,,YES,NO,NO,036,Newtonbrook West (36),-79.43654326256383,43.79441494178111,1,0,0,1,0
July,Saturday,2021,14,D43,,NO,YES,NO,138,Eglinton East (138),-79.24807244137597,43.73669198131269,1,0,0,0,0
July,Saturday,2021,4,D14,,YES,YES,NO,165,Harbourfront-CityPlace (165),-79.40033553322006,43.63811537728334,1,0,0,0,0
July,Saturday,2021,20,D51,,NO,YES,NO,073,Moss Park (73),-79.36852605654883,43.66203930114303,1,0,0,0,0
July,Saturday,2021,11,D31,,YES,NO,NO,027,York University Heights (27),-79.49007211762884,43.75982286403429,1,0,0,0,1
July,Saturday,2021,15,D14,,YES,NO,NO,163,Fort York-Liberty Village (163),-79.40961403012727,43.636252276605795,1,0,1,0,0
July,Saturday,2021,16,D14,,NO,YES,NO,163,Fort York-Liberty Village (163),-79.42127612623997,43.64017758332071,1,0,0,0,0
July,Saturday,2021,16,D42,,YES,NO,NO,130,Milliken (130),-79.24792817796687,43.82396239866815,1,0,1,0,0
July,Saturday,2021,23,D14,,NO,YES,NO,079,University (79),-79.40380913861458,43.666659509809364,1,0,0,0,0
July,Saturday,2021,12,D41,,YES,NO,NO,119,Wexford/Maryvale (119),-79.28242039514882,43.73212936349117,1,0,1,0,1
July,Saturday,2021,17,D33,,YES,NO,NO,047,Don Valley Village (47),-79.34374645651901,43.77588191564331,1,0,0,0,0
July,Saturday,2021,17,D53,,YES,NO,NO,055,Thorncliffe Park (55),-79.36084900837595,43.703768581227195,1,0,1,0,0
July,Saturday,2021,23,D23,,YES,NO,NO,001,West Humber-Clairville (1),-79.57076417897187,43.69155440314358,1,0,0,0,0
July,Saturday,2021,9,D53,,NO,NO,YES,098,Rosedale-Moore Park (98),-79.37953715455185,43.67236981147347,1,0,0,0,0
July,Saturday,2021,23,D14,,YES,NO,NO,095,Annex (95),-79.41842442893208,43.66356040880575,1,0,0,1,0
July,Saturday,2021,17,D43,,NO,YES,NO,135,Morningside (135),-79.19542069786661,43.784825293183914,1,0,0,0,0
July,Saturday,2021,17,D43,,NO,NO,YES,141,Golfdale-Cedarbrae-Woburn (141),-79.22065060567652,43.77171781496621,1,0,0,0,0
July,Saturday,2021,22,D14,,NO,YES,NO,172,Dovercourt Village (172),-79.43291652522338,43.66692631700225,1,0,0,0,0
July,Saturday,2021,22,D14,,NO,NO,YES,085,South Parkdale (85),-79.43429962217311,43.632512777462566,1,0,0,0,0
July,Saturday,2021,20,D42,,NO,NO,YES,128,Agincourt South-Malvern West (128),-79.28128489763773,43.775443340618324,1,0,0,0,0
July,Saturday,2021,0,D51,,YES,NO,NO,166,St Lawrence-East Bayfront-The Islands (166),-79.3699125506122,43.6457897848934,1,1,1,0,0
July,Saturday,2021,14,D22,,YES,NO,NO,160,Mimico-Queensway (160),-79.52467432505597,43.61590470427628,1,0,1,0,0
July,Saturday,2021,20,D43,,YES,NO,NO,156,Bendale-Glen Andrew (156),-79.25853716029667,43.7654176694096,1,0,0,0,1
July,Saturday,2021,1,D43,,NO,NO,YES,141,Golfdale-Cedarbrae-Woburn (141),-79.22320353241018,43.77020541986902,1,0,0,0,0
July,Saturday,2021,15,D42,,YES,NO,NO,144,Morningside Heights (144),-79.20264677908612,43.80892599576981,1,0,0,0,0
July,Saturday,2021,16,D13,,NO,NO,YES,094,Wychwood (94),-79.42363493214586,43.67418182157398,1,0,0,0,0
July,Saturday,2021,18,D23,,NO,YES,YES,001,West Humber-Clairville (1),-79.5991708938443,43.71809626539552,1,0,0,0,0
July,Saturday,2021,16,D42,,YES,NO,NO,130,Milliken (130),-79.28720101617279,43.82826235989574,1,0,0,0,0
July,Saturday,2021,18,D51,,NO,NO,YES,166,St Lawrence-East Bayfront-The Islands (166),-79.37468264743217,43.64195188105551,1,0,0,0,0
July,Saturday,2021,19,D42,,NO,YES,NO,130,Milliken (130),-79.24792817796687,43.82396239866815,1,0,0,0,0
July,Saturday,2021,15,D22,,NO,NO,YES,159,Etobicoke City Centre (159),-79.55639298617189,43.60894710388748,1,0,0,0,0
July,Saturday,2021,15,D42,,NO,YES,NO,116,Steeles (116),-79.3225376993212,43.81184333976296,1,0,0,0,0
July,Saturday,2021,16,D52,,NO,NO,YES,168,Downtown Yonge East (168),-79.38157314647108,43.657900097003875,1,0,0,0,0
July,Saturday,2021,20,D51,,NO,YES,NO,166,St Lawrence-East Bayfront-The Islands (166),-79.3672909533599,43.64904428814788,1,0,0,0,0
July,Saturday,2021,13,D42,,NO,NO,YES,146,Malvern East (146),-79.20012216770506,43.79628799192419,1,0,0,0,0
July,Saturday,2021,2,D12,,NO,NO,YES,111,Rockcliffe-Smythe (111),-79.47674090114616,43.68160471249908,1,0,0,0,0
July,Saturday,2021,22,D52,,NO,NO,YES,165,Harbourfront-CityPlace (165),-79.39213313595421,43.6385443776481,1,0,0,0,0
July,Saturday,2021,18,D32,,NO,NO,YES,037,Willowdale West (37),-79.41961146056505,43.770178692179016,1,0,0,0,0
July,Saturday,2021,19,D42,,NO,NO,YES,130,Milliken (130),-79.28878321264463,43.80704625670073,1,0,0,0,0
July,Saturday,2021,19,D33,,NO,NO,YES,042,Banbury-Don Mills (42),-79.32964024221637,43.73996091770656,1,0,0,0,0
July,Saturday,2021,14,D43,,NO,YES,NO,141,Golfdale-Cedarbrae-Woburn (141),-79.21975636912556,43.76100150511811,1,0,0,0,0
July,Saturday,2021,16,D42,,NO,YES,NO,118,Tam O'Shanter-Sullivan (118),-79.31120637273816,43.777982926237634,1,0,0,0,0
July,Saturday,2021,17,D52,,NO,NO,YES,165,Harbourfront-CityPlace (165),-79.39213313595421,43.6385443776481,1,0,0,0,0
July,Saturday,2021,18,D42,,NO,NO,YES,130,Milliken (130),-79.28878321264463,43.80704625670073,1,0,0,0,0
July,Saturday,2021,2,D52,,NO,YES,NO,164,Wellington Place (164),-79.38972473866458,43.64659898570262,1,0,1,0,0
August,Sunday,2021,0,D14,,NO,YES,NO,164,Wellington Place (164),-79.39763053443214,43.64494468404835,1,0,1,0,0
August,Sunday,2021,17,D22,,NO,YES,NO,016,Stonegate-Queensway (16),-79.51601273074598,43.61935103021635,1,0,1,0,0
August,Sunday,2021,15,D55,,NO,NO,YES,058,Old East York (58),-79.32949133411506,43.69774290323911,1,0,0,0,0
August,Sunday,2021,11,D23,,NO,YES,YES,001,West Humber-Clairville (1),-79.5944397874052,43.72051007309702,1,0,0,0,0
August,Sunday,2021,14,D55,,NO,NO,YES,062,East End-Danforth (62),-79.29789525430746,43.6890547238489,1,0,0,0,0
August,Sunday,2021,5,D53,,NO,NO,YES,100,Yonge-Eglinton (100),-79.40499163802487,43.70234650436271,1,0,0,0,0
August,Sunday,2021,0,D14,,YES,YES,NO,164,Wellington Place (164),-79.39763053443214,43.64494468404835,1,0,0,1,0
August,Sunday,2021,3,D22,,NO,YES,NO,020,Alderwood (20),-79.53853354970015,43.603234689048904,1,0,0,0,0
August,Sunday,2021,2,D43,,NO,NO,YES,136,West Hill (136),-79.18621380674915,43.7684035984007,1,0,0,0,0
August,Sunday,2021,0,D14,,NO,NO,YES,165,Harbourfront-CityPlace (165),-79.3996407334517,43.63648217558591,1,0,1,0,0
August,Sunday,2021,16,D43,,NO,NO,YES,143,West Rouge (143),-79.13889790545093,43.798096346112615,1,0,0,0,0
August,Sunday,2021,14,D55,,NO,NO,YES,063,The Beaches (63),-79.29028715255345,43.67604223973463,1,0,0,0,0
August,Sunday,2021,17,D14,,NO,NO,YES,095,Annex (95),-79.41182373809814,43.67367901931706,1,0,0,0,0
August,Sunday,2021,16,D13,,NO,NO,YES,096,Casa Loma (96),-79.41575803759847,43.67670702250822,1,0,0,0,0
August,Sunday,2021,11,D32,,NO,NO,YES,050,Newtonbrook East (50),-79.41781122461191,43.78897150271507,1,0,0,0,0
August,Sunday,2021,17,D42,,NO,NO,YES,144,Morningside Heights (144),-79.19905466857112,43.8002900921876,1,0,0,0,0
August,Sunday,2021,13,D32,,NO,NO,YES,038,Lansing-Westgate (38),-79.41316059989614,43.76102998758578,1,0,0,0,0
August,Sunday,2021,23,D31,,NO,NO,YES,027,York University Heights (27),-79.50136950834977,43.764804873668375,1,0,0,0,0
August,Sunday,2021,6,D51,,NO,NO,YES,167,Church-Wellesley (167),-79.3861045483936,43.668642107964544,1,0,0,0,0
August,Sunday,2021,19,D52,,YES,NO,NO,170,Yonge-Bay Corridor (170),-79.38276124204644,43.64597158507521,1,0,0,1,0
August,Sunday,2021,18,D55,,NO,NO,YES,058,Old East York (58),-79.33636392953336,43.69760630194127,1,0,1,0,0
August,Sunday,2021,18,D12,,NO,YES,YES,111,Rockcliffe-Smythe (111),-79.47824510630441,43.67698392599227,1,0,0,0,0
August,Sunday,2021,12,D13,,NO,YES,NO,094,Wychwood (94),-79.43377642729159,43.67440232462786,1,0,0,0,0
August,Sunday,2021,5,D31,,NO,YES,NO,022,Humbermede (22),-79.5292728842097,43.73564204652647,1,0,0,0,0
August,Sunday,2021,12,D22,,NO,NO,YES,159,Etobicoke City Centre (159),-79.55642939378636,43.62919111662298,1,0,1,0,0
August,Sunday,2021,16,D51,,NO,YES,NO,166,St Lawrence-East Bayfront-The Islands (166),-79.35975465863761,43.65076298986656,1,0,0,0,0
August,Sunday,2021,6,D41,,NO,YES,NO,126,Dorset Park (126),-79.2732430190175,43.7657161506675,1,0,0,0,0
August,Sunday,2021,11,D52,,NO,NO,YES,169,Bay-Cloverhill (169),-79.39346434303211,43.66303210273522,1,0,1,0,0
August,Sunday,2021,12,D13,,NO,NO,YES,108,Briar Hill-Belgravia (108),-79.44767388547156,43.696254565674074,1,0,0,0,0
August,Sunday,2021,16,D55,,NO,YES,NO,121,Oakridge (121),-79.29047506336607,43.69652971652109,1,0,1,0,0
August,Sunday,2021,22,D33,,NO,NO,YES,042,Banbury-Don Mills (42),-79.32964024221637,43.73996091770656,1,0,0,0,0
August,Sunday,2021,18,D33,,NO,NO,YES,048,Hillcrest Village (48),-79.3680555237825,43.79000712728892,1,0,0,0,0
August,Sunday,2021,20,D42,,NO,NO,YES,146,Malvern East (146),-79.23709077916998,43.78966878733277,1,0,0,0,0
August,Sunday,2021,21,D41,,YES,NO,NO,124,Kennedy Park (124),-79.25813642471084,43.734554582737616,1,0,1,0,1
August,Sunday,2021,18,D33,,NO,NO,YES,042,Banbury-Don Mills (42),-79.34000411791342,43.7338216148902,1,0,0,0,0
August,Sunday,2021,14,D11,,NO,NO,YES,090,Junction Area (90),-79.46708701977116,43.671351444799406,1,0,0,0,0
August,Sunday,2021,15,D32,,NO,YES,NO,032,Englemount-Lawrence (32),-79.43012239043763,43.720793861938986,1,0,0,0,0
August,Sunday,2021,13,D53,,NO,NO,YES,041,Bridle Path-Sunnybrook-York Mills (41),-79.38801505430624,43.72160659465952,1,0,1,0,0
August,Sunday,2021,11,D42,,NO,NO,YES,130,Milliken (130),-79.28628061624687,43.80374724323929,1,0,0,0,0
August,Sunday,2021,21,D13,,NO,NO,YES,094,Wychwood (94),-79.42576192637651,43.68176901263976,1,0,0,0,0
August,Sunday,2021,12,D51,,NO,NO,YES,168,Downtown Yonge East (168),-79.37895674614553,43.65169079079441,1,0,0,0,0
August,Sunday,2021,11,D22,,NO,NO,YES,159,Etobicoke City Centre (159),-79.52681031177306,43.62089701230159,1,0,0,0,0
August,Sunday,2021,2,D55,,NO,YES,NO,059,Danforth East York (59),-79.34576701002766,43.68374178485417,1,0,0,0,0
August,Sunday,2021,0,D42,,NO,NO,YES,129,Agincourt North (129),-79.28628061624687,43.80374724323929,1,0,0,0,0
August,Sunday,2021,0,D14,,NO,NO,YES,165,Harbourfront-CityPlace (165),-79.3996407334517,43.63648217558591,1,0,1,0,0
August,Sunday,2021,14,D22,,NO,YES,YES,016,Stonegate-Queensway (16),-79.49625951260053,43.62772784214708,1,0,0,0,0
August,Sunday,2021,8,D31,,NO,NO,YES,154,Oakdale-Beverley Heights (154),-79.50796224334023,43.71839854643956,1,0,0,0,0
August,Sunday,2021,21,D14,,NO,NO,YES,165,Harbourfront-CityPlace (165),-79.39836063387837,43.64029857940229,1,0,0,0,0
August,Sunday,2021,18,D31,,NO,YES,NO,154,Oakdale-Beverley Heights (154),-79.52038504189258,43.72186714535938,1,0,0,0,0
August,Sunday,2021,10,D22,,NO,NO,YES,015,Kingsway South (15),-79.52491619245728,43.65299682989169,1,0,0,0,0
August,Sunday,2021,19,D41,,YES,NO,NO,120,Clairlea-Birchmount (120),-79.28864786899106,43.70460890367764,1,0,1,0,0
August,Sunday,2021,13,D22,,NO,NO,YES,015,Kingsway South (15),-79.51137889617173,43.6474101526798,1,0,0,0,0
August,Sunday,2021,13,D14,,NO,NO,YES,080,Palmerston-Little Italy (80),-79.41972602675669,43.65684700234393,1,0,0,0,0
August,Sunday,2021,16,D31,,NO,NO,YES,027,York University Heights (27),-79.48919512560569,43.75634466728438,1,0,0,0,0
August,Sunday,2021,18,D55,,NO,NO,YES,066,Danforth (66),-79.33941281186449,43.67998898155791,1,0,0,0,0
August,Sunday,2021,18,D32,,NO,NO,YES,031,Yorkdale-Glen Park (31),-79.45523610530316,43.7165784557938,1,0,0,0,0
August,Sunday,2021,17,D33,,NO,YES,NO,042,Banbury-Don Mills (42),-79.34000411791342,43.7338216148902,1,0,0,0,0
August,Sunday,2021,18,D22,,NO,YES,NO,161,Humber Bay Shores (161),-79.48568571369577,43.62545188019389,1,0,0,0,0
August,Sunday,2021,16,D14,,NO,NO,YES,163,Fort York-Liberty Village (163),-79.41709772763275,43.63864478061785,1,0,0,0,0
August,Sunday,2021,1,D14,,NO,YES,NO,172,Dovercourt Village (172),-79.43901972329311,43.66846242016494,1,0,0,0,0
August,Sunday,2021,18,D42,,NO,NO,YES,128,Agincourt South-Malvern West (128),-79.29114771260731,43.79998672530568,1,0,0,0,0
August,Sunday,2021,19,D51,,NO,NO,YES,071,Cabbagetown-South St.James Town (71),-79.36401806019416,43.662603301707016,1,0,1,0,0
August,Sunday,2021,12,D33,,YES,NO,NO,147,L'Amoreaux West (147),-79.3253951673639,43.78035442654362,1,0,1,0,0
August,Sunday,2021,11,D42,,NO,YES,NO,130,Milliken (130),-79.27812242323768,43.82608914945966,1,0,0,0,0
August,Sunday,2021,14,D14,,NO,NO,YES,085,South Parkdale (85),-79.4316969227664,43.633678777907164,1,0,0,0,0
August,Sunday,2021,11,D32,,YES,NO,NO,040,St.Andrew-Windfields (40),-79.40671388896679,43.74414518291392,1,0,0,0,0
August,Sunday,2021,11,D23,,YES,NO,NO,005,Elms-Old Rexdale (5),-79.55891726685746,43.72311182088956,1,0,1,0,0
August,Sunday,2021,9,D12,,NO,NO,YES,112,Beechborough-Greenbrook (112),-79.4714905894454,43.69096968455044,1,0,1,0,0
August,Sunday,2021,6,D31,,NO,YES,YES,022,Humbermede (22),-79.5292728842097,43.73564204652647,1,0,0,0,0
